dataset,rows,features,task,model_name,test_score,test_accuracy,hyperparameters
teaching,151,5,CLASSIFICATION,snn_teaching,3.621891260147095,0.47826087474823,"{'nlayers': 16, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
thyroid,7200,21,CLASSIFICATION,snn_thyroid,0.09907656462156343,0.975925925925926,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
tic-tac-toe,958,9,CLASSIFICATION,snn_tic-tac-toe,0.012606907045766192,0.9930555555555556,"{'nlayers': 16, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
titanic,2201,3,CLASSIFICATION,snn_titanic,0.5622812840873741,0.7764350451371461,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
trains,10,29,CLASSIFICATION,snn_trains,0.021419202908873558,1.0,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
twonorm,7400,20,CLASSIFICATION,snn_twonorm,0.13988925910688038,0.9747747747747748,"{'nlayers': 16, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
vertebral-column-2clases,310,6,CLASSIFICATION,snn_vertebral-column-2clases,0.4990657054363413,0.7340425582642249,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
vertebral-column-3clases,310,6,CLASSIFICATION,snn_vertebral-column-3clases,9.259331784349806,0.4255319167958929,"{'nlayers': 8, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
wall-following,5456,24,CLASSIFICATION,snn_wall-following,0.4376638438529875,0.9047619049074594,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
waveform-noise,5000,40,CLASSIFICATION,snn_waveform-noise,0.3276061230897904,0.8546666668256124,"{'nlayers': 2, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.01, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
waveform,5000,21,CLASSIFICATION,snn_waveform,0.31290237029393514,0.8586666669845581,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.01, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
wine-quality-red,1599,11,CLASSIFICATION,snn_wine-quality-red,1.4556475241978963,0.6333333333333333,"{'nlayers': 8, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
wine-quality-white,4898,11,CLASSIFICATION,snn_wine-quality-white,11.249772689456034,0.3020408159616042,"{'nlayers': 32, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
wine,178,13,CLASSIFICATION,snn_wine,0.0016479810001328588,1.0,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.01, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
yeast,1484,8,CLASSIFICATION,snn_yeast,3.0291178381496477,0.4932735401953282,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
zoo,101,16,CLASSIFICATION,snn_zoo,2.831222047916526e-07,1.0,"{'nlayers': 2, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
